year,title,published_at,updated_at,category,nominee,artist,workers,img,winner
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Best Spoken Word Album (Includes Poetry, Audio Books & Story Telling)",Always Looking Up,Michael J. Fox,"Paul Ruben, producer; Zane Birdwell & Lance Neal, engineers/mixers",,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Comedy Album,A Colbert Christmas: The Greatest Gift Of All!,Stephen Colbert,"Steven M. Gold, David Javerbaum & Adam Schlesinger, producers; Todd Kilponen & Geoff Sanoff, engineers/mixers",,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Musical Show Album,West Side Story,,"David Caddick & David Lai, producers; Todd Whitelock, engineer/mixer (New Broadway Cast with Matt Cavenaugh, Josefina Scaglione & Others)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/transparent_square_25.png?itok=o0gq1NJ1,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Best Compilation Soundtrack Album For Motion Picture, Television Or Other Visual Media",Slumdog Millionaire,(Various Artists),"A.R. Rahman, producer; Vivianne Chaix, P A Deepak & H Sridhar, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/A.R.%2BRahman/A.R.%2520Rahman_1_1_1581609411.jpg?itok=IIDIx3IT,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Best Score Soundtrack Album For Motion Picture, Television Or Other Visual Media",Up,,"Michael Giacchino, composer; Dan Wallin, engineer/mixer (Various Artists)",,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Best Song Written For Motion Picture, Television Or Other Visual Media",Jai Ho (From Slumdog Millionaire),"Gulzar, A.R. Rahman & Tanvi Shah, songwriters (A.R. Rahman, Sukhvinder Singh, Tanvi Shah, Mahalaxmi Iyer & Vijay Prakash)",,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/A.R.%2BRahman/A.R.%2520Rahman_1_1_1581609411.jpg?itok=IIDIx3IT,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Instrumental Composition,Married Life,,"Michael Giacchino, composer (Michael Giacchino)",,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Instrumental Arrangement,West Side Story Medley,,"Bill Cunliffe, arranger (Resonance Big Band)",,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Instrumental Arrangement Accompanying Vocalist(s),Quiet Nights,,"Claus Ogerman, arranger (Diana Krall)",,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Recording Package,Everything That Happens Will Happen Today,,"Stefan Sagmeister, art director (David Byrne & Brian Eno)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Stefan%2BSagmeister/Stefan%2520Sagmeister_1_1_1581624665.jpg?itok=kyVo3IYq,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Boxed Or Special Limited Edition Package,Neil Young Archives Vol. I (1963-1972),,"Gary Burden, Jenice Heo & Neil Young, art directors (Neil Young)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Neil%2BYoung/Neil%2520Young_1_1_1584104218.jpg?itok=OTYf-_5h,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Album Notes,The Complete Louis Armstrong Decca Sessions (1935-1946),,"Dan Morgenstern, album notes writer (Louis Armstrong)",,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Historical Album,The Complete Chess Masters (1950-1967),,"Andy McKaie, compilation producer; Erick Labson, mastering engineer (Little Walter)",,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Best Engineered Album, Non-Classical",Ellipse,,"Imogen Heap, engineer (Imogen Heap)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Imogen%2BHeap/Imogen%2520Heap_1_1_1578385125.jpg?itok=Ec7F2w7F,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Producer Of The Year, Non-Classical",Brendan O'Brien,,,,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Best Remixed Recording, Non-Classical",When Love Takes Over (Electro Extended Remix),,"David Guetta, remixer (David Guetta Featuring Kelly Rowland)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/David%2BGuetta/David%2520Guetta_1_1_1575364563.jpg?itok=B5yFuqa3,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Surround Sound Album,Transmigration,,"Michael J. Bishop, surround mix engineer; Michael J. Bishop, surround mastering engineer; Elaine L. Martone, surround producer (Robert Spano, Atlanta Symphony Orchestra & Choruses)",,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Best Engineered Album, Classical",Mahler: Symphony No. 8; Adagio From Symphony No. 10,,"Peter Laenger, engineer (Michael Tilson Thomas & San Francisco Symphony)",,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,"Producer Of The Year, Classical",Steven Epstein,,,,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Classical Album,Mahler: Symphony No. 8; Adagio From Symphony No. 10,,"Michael Tilson Thomas, conductor; Andreas Neubronner, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Michael%2BTilson%2BThomas/Michael%2520Tilson%2520Thomas_1_1_1575368818.jpg?itok=he1ja-mb,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Orchestral Performance,Ravel: Daphnis Et Chloé,,"James Levine, conductor; Elizabeth Ostrow, producer; Jesse Lewis, John Newton & Dirk Sobotka, engineers/mixers; Mark Donahue, engineer (Boston Symphony Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jesse%2BLewis/Jesse%2520Lewis_1_1_1581633813.jpg?itok=6K2b3BoZ,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Opera Recording,Britten: Billy Budd,,"Daniel Harding, conductor; John Fraser, producer; Ian Bostridge, Neal Davies, Nathan Gunn, Jonathan Lemalu, Matthew Rose & Gidon Saks, soloists; Neil Hutchinson & Jonathan Stokes, engineers/mixers (Gentlemen Of The London Symphony Chorus; London Symphony Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ian%2BBostridge/Ian%2520Bostridge_1_1_1581564595.jpg?itok=lJMXGOsM,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Choral Performance,Mahler: Symphony No. 8; Adagio From Symphony No. 10,,"Michael Tilson Thomas, conductor; Peter Laenger & Andreas Neubronner, engineers/mixers (Laura Claycomb, Anthony Dean Griffey, Katarina Karnéus, Quinn Kelsey, James Morris, Yvonne Naef, Elza Van den Heever & Erin Wall; Pacific Boychoir, San Francisco Girls Chorus & San Francisco Symphony Chorus; San Francisco Symphony)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Michael%2BTilson%2BThomas/Michael%2520Tilson%2520Thomas_1_1_1575368818.jpg?itok=he1ja-mb,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Instrumental Soloist(s) Performance (with Orchestra),Prokofiev: Piano Concertos Nos. 2 & 3,,"Evgeny Kissin; Jay David Saks, producer; Arne Akselberg, Neil Hutchinson, Tim Martyn & Jonathan Stokes, engineers/mixers (Philharmonia Orchestra)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Evgeny%2BKissin/Evgeny%2520Kissin_1_1_1581564216.jpg?itok=IgnAnZWm,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Instrumental Soloist Performance (without Orchestra),Journey To The New World,,"Sharon Isbin, soloist; David Frost, producer; Tom Lazarus & Tim Martyn, engineers/mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Sharon%2BIsbin/Sharon%2520Isbin_1_1_1581559530.jpg?itok=JJswqfRn,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Chamber Music Performance,Intimate Letters,,"Emerson String Quartet (Eugene Drucker, Lawrence Dutton, David Finckel & Philip Setzer), ensembles; Da-Hong Seetoo, producer; Da-Hong Seetoo, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Emerson%2BString%2BQuartet/Emerson%2520String%2520Quartet_1_1_1581553655.jpg?itok=rLxdLD9k,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Small Ensemble Performance,"Lang, David: The Little Match Girl Passion",,"Robina G. Young, producer; Paul Hillier, conductor; Ars Nova Copenhagen (Thomas Kiorbye) & Theatre Of Voices (Thomas Kiorbye), ensembles; Brad Michel, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ars%2BNova%2BCopenhagen/Ars%2520Nova%2520Copenhagen_1_1_1581612950.jpg?itok=s3qDebaC,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Classical Vocal Performance,Verismo Arias,,"Renée Fleming, soloist; David Frost, producer; Mike Hatch & Richard King, engineers/mixers (Marco Armiliato; Orchestra Sinfonica Di Milano Giuseppi Verdi)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Renee%2BFleming/Ren%25C3%25A9e%2520Fleming_1_1_1581553784.jpg?itok=YfPtYzYB,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Classical Contemporary Composition,"Higdon, Jennifer: Percussion Concerto",,"Jennifer Higdon, composer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jennifer%2BHigdon/Jennifer%2520Higdon_1_1_1597169142.jpg?itok=KWYGxb6d,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Classical Crossover Album,Yo-Yo Ma & Friends: Songs Of Joy And Peace,Yo-Yo Ma & Various Artists,"Steven Epstein, producer; Richard King, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Yo-Yo%2BMa/Yo-Yo%2520Ma_1_1_1581553648.jpg?itok=yLZy5PfU,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Short Form Music Video,Boom Boom Pow,The Black Eyed Peas,"Mathew Cullen & Mark Kudsi, video directors; Javier Jimenez, Anna Joseph & Patrick Nugent, video producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Black%2BEyed%2BPeas/Black%2520Eyed%2520Peas_1_1_1594058090.jpg?itok=VWncfxay,True
2009,52nd Annual GRAMMY Awards  (2009),2017-11-28T00:03:45-08:00,2019-09-10T01:08:19-07:00,Best Long Form Music Video,The Beatles Love - All Together Now,(Various Artists),"Adrian Wills, video director; Martin Bolduc & Jonathan Clyde, video producers",,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Record Of The Year,Please Read The Letter,Robert Plant & Alison Krauss,"T Bone Burnett, producer; Mike Piersante, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Robert%2BPlant/Robert%2520Plant_1_1_1591112980.jpg?itok=6LLLbn4I,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Album Of The Year,Raising Sand,Robert Plant & Alison Krauss,"T Bone Burnett, producer; Mike Piersante, engineer/mixer; Gavin Lurssen, mastering engineer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Robert%2BPlant/Robert%2520Plant_1_1_1591112980.jpg?itok=6LLLbn4I,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Song Of The Year,Viva La Vida,,"Coldplay (Guy Berryman, Jon Buckland, Will Champion & Chris Martin), songwriters (Coldplay)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Coldplay/Coldplay_1_1_1591112967.jpg?itok=lLCPutNO,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best New Artist,Adele,,,,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Female Pop Vocal Performance,Chasing Pavements,Adele,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Adele/Adele_1_1_1584090130.jpg?itok=xlwW6t3a,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Male Pop Vocal Performance,Say,John Mayer,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BMayer/John%2520Mayer_1_1_1578384892.jpg?itok=QM4MUEXo,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Pop Performance By A Duo Or Group With Vocals,Viva La Vida,Coldplay,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Coldplay/Coldplay_1_1_1591112967.jpg?itok=lLCPutNO,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Pop Collaboration With Vocals,Rich Woman,Robert Plant & Alison Krauss,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Robert%2BPlant/Robert%2520Plant_1_1_1591112980.jpg?itok=6LLLbn4I,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Pop Instrumental Performance,I Dreamed There Was No War,Eagles,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Eagles/Eagles_1_1_1581552244.jpg?itok=0GyT6tV3,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Pop Instrumental Album,Jingle All The Way,Béla Fleck & The Flecktones,,,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Pop Vocal Album,Rockferry,Duffy,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Duffy/Duffy_1_1_1575367157.jpg?itok=SZax37Ty,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Dance Recording,Harder Better Faster Stronger,Daft Punk,"Thomas Bangalter & Guy-Manuel De Homem-Christo, producers; Thomas Bangalter & Guy-Manuel De Homem-Christo, mixers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Daft%2BPunk/Daft%2520Punk_1_1_1578385203.jpg?itok=hx6oiajd,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Electronic/Dance Album,Alive 2007,Daft Punk,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Daft%2BPunk/Daft%2520Punk_1_1_1578385203.jpg?itok=hx6oiajd,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Traditional Pop Vocal Album,Still Unforgettable,Natalie Cole,"Natalie Cole & Gail Deadrick, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Natalie%2BCole/Natalie%2520Cole_1_1_1591112950.jpg?itok=A9t_I3Ba,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Solo Rock Vocal Performance,Gravity,John Mayer,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/John%2BMayer/John%2520Mayer_1_1_1578384892.jpg?itok=QM4MUEXo,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Rock Performance By A Duo Or Group With Vocals,Sex On Fire,Kings Of Leon,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Kings%2BOf%2BLeon/Kings%2520Of%2520Leon_1_1_1581551852.jpg?itok=O23kL1hd,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Hard Rock Performance,Wax Simulacra,The Mars Volta,,,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Metal Performance,My Apocalypse,Metallica,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Metallica/Metallica_1_1_1599482658Muzooka.jpg?itok=dPbNqpjM,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Rock Instrumental Performance,Peaches En Regalia,Zappa Plays Zappa Featuring Steve Vai & Napoleon Murphy Brock,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Steve%2BVai/Steve%2520Vai_1_1_1575363487.jpg?itok=vqfOH8tM,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Rock Song,Girls In Their Summer Clothes,,"Bruce Springsteen, songwriter (Bruce Springsteen)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Bruce%2BSpringsteen/Bruce%2520Springsteen_1_1_1584095281.jpg?itok=WvtRkIAH,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Rock Album,Viva La Vida Or Death And All His Friends,Coldplay,"Markus Dravs, Brian Eno & Rik Simpson, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Coldplay/Coldplay_1_1_1591112967.jpg?itok=lLCPutNO,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Alternative Music Album,In Rainbows,Radiohead,"Nigel Godrich, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Radiohead/Radiohead_1_1_1591112885.jpg?itok=l2Pr-TrB,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Female R&B Vocal Performance,Superwoman,Alicia Keys,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Alicia%2BKeys/Alicia%2520Keys_1_1_1584094646.jpg?itok=vIOmIzAR,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Male R&B Vocal Performance,Miss Independent,Ne-Yo,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ne-Yo/Ne-Yo_1_1_1578385363.jpg?itok=gNtECxOd,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best R&B Performance By A Duo Or Group With Vocals,Stay With Me (By The Sea),Al Green Featuring John Legend,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Al%2BGreen/Al%2520Green_1_1_1598607243.jpg?itok=wuHFms9v,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Traditional R&B Vocal Performance,You've Got The Love I Need,Al Green Featuring Anthony Hamilton,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Al%2BGreen/Al%2520Green_1_1_1598607243.jpg?itok=wuHFms9v,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Urban/Alternative Performance,Be OK,Chrisette Michele Featuring will.i.am,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Chrisette%2BMichele/Chrisette%2520Michele_1_1_1588264820.jpg?itok=8kEMdEEK,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best R&B Song,Miss Independent,,"Mikkel Eriksen, Tor Hermansen & Ne-Yo, songwriters (Ne-Yo)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ne-Yo/Ne-Yo_1_1_1578385363.jpg?itok=gNtECxOd,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best R&B Album,Jennifer Hudson,Jennifer Hudson,"Clive Davis & Larry Jackson, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jennifer%2BHudson/Jennifer%2520Hudson_1_1_1581554832.jpg?itok=5KxEp7oS,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Contemporary R&B Album,Growing Pains,Mary J. Blige,"Chris ""Tek"" O'Ryan, engineer/mixer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Mary%2BJ.%2BBlige/Mary%2520J.%2520Blige_1_1_1578385686.jpg?itok=8LNddY-k,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Rap Solo Performance,A Milli,Lil Wayne,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lil%2BWayne/Lil%2520Wayne_1_1_1591112963.jpg?itok=mBLj5AjP,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Rap Performance By A Duo Or Group,Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jay%2BZ/Jay%2520Z_1_1_1578385117.jpg?itok=bZg04yvE,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Rap/Sung Collaboration,American Boy,Estelle Featuring Kanye West,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Estelle/Estelle_1_1_1581555020.jpg?itok=zhjNzz39,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Rap Song,Lollipop,,"Darius ""Deezle"" Harrison, Lil Wayne, James Scheffer, Static Major & Rex Zamor, songwriters (Lil Wayne Featuring Static Major)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lil%2BWayne/Lil%2520Wayne_1_1_1591112963.jpg?itok=mBLj5AjP,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Rap Album,Tha Carter III,Lil Wayne,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Lil%2BWayne/Lil%2520Wayne_1_1_1591112963.jpg?itok=mBLj5AjP,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Female Country Vocal Performance,Last Name,Carrie Underwood,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Carrie%2BUnderwood/Carrie%2520Underwood_1_1_1578385088.jpg?itok=xMPMyQhX,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Male Country Vocal Performance,Letter To Me,Brad Paisley,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Brad%2BPaisley/Brad%2520Paisley_1_1_1588597264.jpg?itok=sxJrMhhM,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Country Performance By A Duo Or Group With Vocals,Stay,Sugarland,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Sugarland/Sugarland_1_1_1578385175.jpg?itok=sayrO6rN,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Country Collaboration With Vocals,Killing The Blues,Robert Plant & Alison Krauss,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Robert%2BPlant/Robert%2520Plant_1_1_1591112980.jpg?itok=6LLLbn4I,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Country Instrumental Performance,Cluster Pluck,"Brad Paisley, James Burton, Vince Gill, John Jorgenson, Albert Lee, Brent Mason, Redd Volkaert & Steve Wariner",,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Brad%2BPaisley/Brad%2520Paisley_1_1_1588597264.jpg?itok=sxJrMhhM,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Country Song,Stay,,"Jennifer Nettles, songwriter (Sugarland)",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jennifer%2BNettles/Jennifer%2520Nettles_1_1_1584113673.jpg?itok=9KRJ_BuG,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Country Album,Troubadour,George Strait,"Tony Brown & George Strait, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/George%2BStrait/George%2520Strait_1_1_1575360424.jpg?itok=bnxtediV,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Bluegrass Album,Honoring The Fathers Of Bluegrass: Tribute To 1946 And 1947,Ricky Skaggs & Kentucky Thunder,,https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Ricky%2BSkaggs/Ricky%2520Skaggs_1_1_1581554744.jpg?itok=URhWHJuc,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best New Age Album,Peace Time,Jack DeJohnette,"Pablo Ben Surman & Jack DeJohnette, producers",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Jack%2BDeJohnette/Jack%2520DeJohnette_1_1_1581553554.jpg?itok=53hn1SWY,True
2008,51st Annual GRAMMY Awards  (2008),2017-11-28T00:03:45-08:00,2019-09-10T01:07:37-07:00,Best Contemporary Jazz Album,Randy In Brasil,Randy Brecker,"Ruriá Duprat, producer",https://www.grammy.com/sites/com/files/styles/artist_circle/public/muzooka/Randy%2BBrecker/Randy%2520Brecker_1_1_1575373868.jpg?itok=9QxyBydg,True
